Name,Carrier 1,Year 1,Carrier 2,Year 2,Carrier 3,Year 3,Carrier 4,Year 4,Carrier 5,Year 5,Carrier 6,Year 6,Carrier 7,Year 7,Carrier 8,Year 8,Carrier 9,Year 9,Carrier 10,Year 10,Carrier 11,Year 11,Carrier 12,Year 12,Carrier 13,Year 13,Carrier 14,Year 14,Carrier 15,Year 15,Carrier 16,Year 16,Carrier 17,Year 17,Carrier 18,Year 18,Carrier 19,Year 19,Carrier 20,Year 20,Carrier 21,Year 21,Carrier 22,Year 22,Carrier 23,Year 23,Carrier 24,Year 24,Carrier 25,Year 25,Carrier 26,Year 26,Carrier 27,Year 27,Carrier 28,Year 28,Carrier 29,Year 29,Carrier 30,Year 30,Carrier 31,Year 31,Carrier 32,Year 32,Carrier 33,Year 33,Carrier 34,Year 34,Carrier 35,Year 35,Carrier 36,Year 36,Carrier 37,Year 37,Carrier 38,Year 38,Carrier 39,Year 39,Carrier 40,Year 40,Carrier 41,Year 41,Carrier 42,Year 42,Carrier 43,Year 43,Carrier 44,Year 44,Carrier 45,Year 45
MENANTEAU Jean-Pierre Olivier Henri,,1988,,1991,,1996,,1998,,1996, Caisse des dÇpìts et consignations,2004,,2008,,2008,,2008,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
MENTRê de LOYE Gilles Jean-Franáois Philippe Paul,,1999,,2006,,2006,,2007,,2008,,2009,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
MENTRE by LOYE Paul AndrÇ,Commissions Other,1968,,1963,Ministry of Economy,1964,,1965,Ministry of Economy,1967,,1968,Ministry of Economy,1971,,1971,Ministry of Economy,1973,,1973,,1975,the Ministry of Industry ,1978,FOM,1975,,1981,,1981,,1975,,1987,Natixis,1990,Natixis,1994,,1994,,1995,Consulting,2002,,2002,Consulting,2002,Technology,2008,,1964,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
Menuet Vincent Francois,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
MERCADIE Jean-Luc Antoine Francois Marie,,1979,,1984,,1988,Ministry of Economy,1996,Ministry of Economy,2001,,2001,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
MERVIEL Pierre Victor,Ministry of Economy,1997,,1997,Ministry of Economy,2001,,2002,,2005,,2007,,2007,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
MESSIER Jean-Marie Raymond Pierre,,1986,,1988,,1994,,1994,Energy sector,2002,Media,2000,Energy sector,2002,,2002,,2006,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
METTLING Bruno,FOM,1982,Ministry of Economy,1985,,1990,,1991,,1991,,1997,,1998,,1999,,1999,BPCE group,2004,,2004,,2009,Real estate sector,2009,,2009,,2011,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
METZ (de) Robert Marie Alain,Commisions,1981,Other banks,1983,Other banks,1984,,1987,Investment banks,1989,BNP Paribas,1997,,1999,,1999,Energy sector,2006,Energy sector,2008,Real estate sector,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
MICHE de MALLERAY Pierre-Alain Louis,,2008,,2009,,2009,,2010,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
MICHEL Bernard Alfred RenÇ,,1967,,1980,,1980,,1983,FOM,1993,CIC,1996,,1994,CIC,1996,CIC,1996,CrÇdit Lyonnais,2009,,2009,,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
MINC Alain Jacques Richard,,1976,,1981,,1983,,1982,,1985,Technology,1981,,1984,,1985,,1986,,1986,,1986,,1993,,1991,Consulting,1991,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
MONGIN Francois Marie Yves,Ministry of Economy,1987,,1991,,1990,,1991,,1992,Ministry of Economy,1995,,1997,,1995,Ministry of Economy,1997,,1999,,2007,,2007,,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
MORALI Veronique Helene Alice,,2007,Energy sector,1996,,2002,Retail,2007,,2007,,2007,,2005,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
MOURRE Gilbert Olivier Pierre,FOM,1966,FOM,1970,,1969,FOM,1973,,1972,,1974,Ministry of Economy,1974,,1979,,1980,FOM,1989,,1989,,2000,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
MUTE Pierre-Alain Antoine,,1977,FOM,1981,,1986,,1997,,1989,,1989,,1987,,1989,,1993,Cabinets,2001,,2001,,2001,,2008,,2008,,2008,,2007,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
MUSCA-Xavier,,1989,,1995,The Treasury ,2002,,2000,,2004,,2004,,2004,,2004,,2009,,2009,,2009,,2008,,2011,,2011,Ministry of Economy,1993,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
NAOURI Jean-Charles,,1973,Ministry of Economy,1981,,1982,,1982,,1984,,1986,,1986,Ministry of Economy,1987,,1987,,2002,,1998,,2001,Retail,1998,,2007,Other sectors,2007,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
NICOLAS John the Baptist,,2009,BNP Paribas,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
NICOLI Christophe Nicolas,Ministry of Economy,1999,,1999,,2006,,2006,,2009,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
OHIER Mickaâl,,1996,,1999,,2004,,2005,the Forecasting department,2009,,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
OLLIVIER Yvon Jean Francois,,1968,,1969,,1970,,1973,,1974,,1980,,1977,,1980,,1983,,1983,,1986,,1986,,1986,,1988,,1993,Consulting,1993,Other sectors,1994,,1999,,1999,,2005,Consulting,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
OUDEA Frederic Robert AndrÇ,Ministry of Economy,1993,,1995,,1998,,2003,SociÇtÇ GÇnÇrale,2002,SociÇtÇ GÇnÇrale,2002,SociÇtÇ GÇnÇrale,2003,,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
PAGEZY Olivier Henri,,1997,,1999,Energy sector,2001,Media,2003,,2009,,2011,Ministry of Economy,2011,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
PANAFIEU (by) Guy Edouard Louis Marie,,1972,the Department of Foreign Economic Relations (DREE) ,1978,,1981,,1983,Heavy industry,1984,Heavy industry,1983,Heavy industry,1997,,2001,CrÇdit Lyonnais,2002,,2003,Consulting,2004,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
PANNIER Marc RenÇ Charles,Energy sector,2007,,2008,,2008,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
PANNIER-RUNACHER Agnäs Charlotte Jeanne,,2006,,2009,,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
PARANQUE RÇgis Marie Francois,,1961,,1964,,1967,,1968,,1972,,1974,Media,1975,Media,1978,Commisions,1981,Consulting,1978,,1981,Media,1982,,1984,,1990,Commisions,1990,,1992,,1993,,1998,,1998,,1998,,2005,Cabinets,2004,,N / A,Commisions,2004,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
PARENT Bruno,,1981,,1985,,1986,Ministry of Economy,1987,,1989,,2007,,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
PASCAL Philippe Eric,,1997,,2004,Ministry of Economy,2008,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
PAUGAM-MINGASSON Anne Geneviäve,,1999,,2001,,2002,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
PEBEREAU Michel Jean Denis,,1970,,1971,FOM,1972,Ministry of Economy,1972,,1974,Ministry of Economy,1976,,1976,Ministry of Economy,1978,,1980,Ministry of Economy,1980,,1980,,1980,Ministry of Economy,1982,,1993,,1987,,1987,,1988,,2003,,1999,,2003,BNP Paribas,2003,,2006,,2008,,2009,,1972,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
PELLETIER Jacques Georges Maxime,,1971,FOM,1974,Cabinets,1976,,1978,,1977,,1978,,1979,,1979,Cabinets,1980,,1981,,1993,,1993,,1994,,1998,,1997,,2001,Consulting,2002,Consulting,2002,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
PELOSSE Helene Monique,FOM,2000,,2001,,2006,,2006,,2007,FOM,2007,FOM,2009,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
PEROL Franáois Denis Marie Joseph,,1994,Ministry of Economy,2001,,2002,Ministry of Economy,2002,,2004,,2004,,2007,,2009,,2009,Natixis,2009,,1996,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
PERPERE Laurent Marie Bernard,,1978,Ministry of Economy,1985,,1994,,1987,Media,1991,Media,1991,Media,1992,,1991,,1992,Other banks,1995,Media,1999,Media,1998,Media,2003,Consulting,2004,,1987,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
PERRIN Daniel,,1970,,1976,,1981,,1982,,1987,,1985,,1991,FOM,1994,,1995,,1995,,1995,,1998,the Ministry of Agriculture and Fisheries,1998,,2000,,2001,,2003,,2004,,2005,,2004,,2006,,2006,,2008,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
PEYRONE Georges Romain,,1963,,1965,Ministry of Economy,1968,Ministry of Interior,1974,,1975,,1977,,1977,,1978,,1980,,1980,,1982,,1982,,1984,,1985,,1987,,1988,,1991,,1993,,1993,,1993,,1993,,2000,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
PILLOUX Alain Christian,,1990,,1995,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
PITON Marcel Etienne Paul,,1960,,1960,,1963,,1966,,1963,,1966,,1967,,1968,,1969,,1972,,1973,,1977,,1977,,1988,,1988,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
PRADA Michel AndrÇ Jean Edmond,,1969,,1978,,1985,,1988,,1995,,1992,Commisions,1996,,2008,,1998,,1997,,2005,,2003,,2009,,2009,,2009,,2009,,1978,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
PROT Baudouin Daniel Claude,the Ministry of Industry ,1982,the Ministry of Industry ,1983,,1992,,1997,BNP Paribas,2000,,2009,,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
PROTO Sebastian,Consulting,2000,,2005,,2006,Ministry of Economy,2009,,2009,,2010,,2010,,2011,,2011,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
QUINET Alain Marie Michel,,1992,,1992,,1995,,1997,,1999,,2004,,2004,,2007,,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
RAMBAL Philippe Jacques,,2001,Ministry of Economy,2007,Ministry of Economy,2007,,2008,the Forecasting department,2008,,2007,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
RAMON Stephane Henri Pierre,Ministry of Economy,1999,,2005,,2007,,2007,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
RAPPORT Jacques,,1982,,2004,,2005,,2006,Heavy industry,2007,,2009,,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
RAVIGNON Boris,,1997,Ministry of Economy,2005,,2008,,2010,FOM,2007,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
REBOUL Charlotte Dorian SÇraphine,,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
REVERDY Paul Philippe Carlos,,1954,,1959,,1962,,1962,,1964,,1968,,1968,,1978,,1980,,1983,,1986,,1989,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
REVIAL Thomas Bernard,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
REYNIERHubert Henri Gilles,,1992,,1994,,1998,,2000,,2003,,2009, Caisse des dÇpìts et consignations,2010,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
RIAHI Francois Franck,,2004,,2006,Ministry of Economy,2006,,2009,,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
RICHARD de LATOURJean Raymond Paul Fernand,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
